K,C,X,Y,R,S,df,ConfigID,rewards
434,58,248,32,1,1,shi,574,6904321
260,132,96,168,3,3,shi,765,87433633
432,466,104,24,1,1,eye,767,10468225.0
366,268,216,88,3,3,dla,761,308727101
416,40,16,112,1,1,eye,575,2038401
296,390,152,248,7,7,shi,763,3304643161
292,220,176,120,3,3,shi,759,203062641
202,98,160,80,7,7,shi,757,299196745
30,482,112,240,7,7,shi,765,300513505
142,82,56,152,5,5,eye,766,8826481.0
244,168,240,96,1,1,shi,575,22014721
364,394,80,216,5,5,eye,762,310106369
162,20,184,64,5,5,eye,764,2928961
398,18,112,136,7,7,eye,762,13411873
354,124,256,112,5,5,eye,761,97215009
416,274,48,104,9,9,shi,763,738758801
114,286,128,88,9,9,shi,569,633973913
342,44,248,168,7,7,eye,764,70946305
430,478,248,136,9,9,shi,765,7992505117
442,86,136,256,7,7,dla,767,1416545001
332,486,248,120,7,7,shi,759,3829447693
124,502,184,232,5,5,eye,759,216903157
268,228,8,216,3,3,shi,759,13320673
352,268,256,88,3,3,shi,574,432762113
422,496,184,200,5,5,shi,764,3779900929
166,122,40,40,9,9,shi,565,52533689
382,290,168,48,9,9,dla,757,996256001
40,194,176,192,7,7,dla,765,248406721
86,370,144,160,7,7,shi,757,646455121
18,152,56,64,5,5,dla,764,4230721
458,462,176,56,7,7,eye,764,249945697
18,246,56,224,5,5,eye,764,4892449.0
50,82,112,32,1,1,shi,765,505121
62,194,168,168,7,7,shi,757,286867801
488,416,224,56,7,7,eye,763,319128577
480,28,176,8,3,3,eye,767,732481
470,488,152,56,5,5,eye,765,189978889
14,206,56,32,3,3,dla,762,829441
162,90,192,88,9,9,shi,764,434668681
204,494,64,200,3,3,shi,767,225637465
212,498,8,88,3,3,shi,567,11507785
12,358,136,192,3,3,shi,767,15591259
70,98,184,136,7,7,shi,573,179552269
10,466,152,136,3,3,eye,765,5724811
118,176,144,144,7,7,shi,565,421922689
512,318,8,16,1,1,shi,575,1422097
440,352,160,88,1,1,eye,766,44605441
308,352,96,208,7,7,shi,766,1912970753
336,402,160,240,7,7,eye,767,676237969
238,430,200,48,7,7,eye,762,120702721
154,46,104,144,9,9,dla,766,163043329
502,342,240,1,1,1,eye,767,746929.0
376,390,16,208,3,3,shi,763,74273161
86,464,64,208,7,7,shi,757,454346945
434,62,144,168,7,7,shi,762,546086329
494,222,32,40,1,1,shi,574,3836161
350,100,248,128,3,3,dla,765,197444521
496,188,168,216,7,7,eye,763,412272721
158,482,16,184,7,7,dla,757,111371041
104,392,200,96,7,7,eye,763,104141857
48,350,224,80,5,5,dla,743,120785281.0
332,16,152,80,7,7,eye,759,8633329
440,270,72,208,3,3,shi,766,300412801
502,244,56,232,5,5,eye,767,141893809
6,116,184,112,7,7,shi,761,12147057
354,202,176,176,9,9,eye,761,330831763
250,78,160,72,5,5,eye,765,20556901
124,86,216,200,7,7,eye,759,58822625
12,486,184,128,5,5,eye,767,10971451
394,308,184,248,7,7,eye,760,628495561
192,266,160,56,9,9,shi,767,628870817
258,254,176,152,9,9,dla,761,2026418689
452,232,120,144,3,3,eye,767,92250625
496,112,224,192,5,5,shi,763,917524609
160,92,144,248,5,5,eye,573,54312385
474,424,200,64,5,5,eye,761,242779009
196,312,24,120,3,3,dla,762,23260161
52,272,176,232,3,3,eye,759,30222193.0
276,348,232,216,3,3,shi,767,797742673
510,90,112,72,7,7,shi,765,476956081
142,314,72,248,3,3,eye,766,66944801
56,278,48,256,5,5,shi,763,68569257
24,506,88,240,7,7,shi,767,195226945
254,408,120,168,1,1,shi,765,42007681
302,262,56,216,9,9,eye,757,154766545
364,62,200,56,5,5,eye,762,24966657
446,510,80,88,3,3,dla,763,219378433
498,406,8,176,1,1,shi,767,5320225
102,422,40,40,7,7,eye,569,10581651
486,376,1,136,1,1,eye,95,27255489
68,186,104,184,1,1,eye,765,5270497
464,174,104,256,3,3,dla,763,329083417
132,116,144,56,3,3,eye,767,7510537
102,52,160,128,5,5,eye,761,10011301
502,248,88,152,9,9,eye,491,324312577.0
246,486,144,152,7,7,shi,761,2426508577
318,352,184,208,7,7,eye,761,478806241
384,34,88,104,9,9,eye,575,23289729
428,140,104,168,7,7,shi,759,863836681
510,378,240,176,9,9,eye,765,1188218809
418,480,168,40,1,1,eye,767,26208001
332,128,184,152,1,1,shi,767,25718785
306,398,224,168,7,7,eye,764,574189825
376,142,192,192,3,3,eye,763,93542785
72,208,144,96,7,7,eye,767,28667809
460,380,112,88,5,5,eye,765,149174321
392,228,48,136,3,3,shi,571,111541249
244,230,48,56,1,1,dla,767,2935297
176,370,80,224,3,3,shi,766,183472641
86,50,112,112,5,5,shi,757,23314601
206,490,88,192,5,5,eye,764,193573521
122,380,112,208,7,7,eye,757,133099561.0
368,100,120,184,1,1,eye,767,14830401
104,310,184,72,3,3,eye,763,21181681
100,490,216,136,7,7,eye,765,182848401
440,228,16,192,1,1,shi,766,5253121
28,16,88,112,7,7,dla,762,11960193
420,328,112,256,7,7,eye,767,486843841
406,478,88,176,3,3,eye,766,205157601
386,428,104,256,5,5,eye,764,424249009
270,210,104,192,5,5,eye,765,108160921
148,10,248,104,1,1,shi,765,818401
168,454,64,192,3,3,shi,767,128079757
360,398,192,192,9,9,shi,767,6407087581.0
454,502,184,8,3,3,eye,743,12475705.0
504,462,136,88,7,7,shi,575,2967220873
496,448,16,256,3,3,shi,763,112548353
146,372,136,152,3,3,eye,762,74995201
182,88,104,96,3,3,eye,762,9371649
140,180,112,176,5,5,dla,765,195828193
400,22,168,96,3,3,eye,765,7687681
400,58,136,8,1,1,eye,573,612481
448,92,112,32,3,3,dla,763,26980801
166,110,184,240,5,5,shi,757,329994721
270,130,224,80,7,7,dla,765,641585773
112,150,160,16,7,7,eye,763,4951801
50,120,96,56,9,9,shi,573,42774001
478,72,208,48,1,1,eye,767,7188481
506,416,200,256,9,9,shi,766,13096219137
360,386,104,72,3,3,shi,767,255918001
398,244,248,144,7,7,shi,757,3459760669
196,78,16,96,1,1,eye,190,1617409
380,500,48,88,9,9,shi,765,1231390001
340,60,152,40,1,1,dla,766,2261761
336,60,152,200,9,9,eye,575,107886241
442,240,152,232,9,9,eye,767,648018001
258,156,136,40,1,1,shi,573,6067777
504,324,1,112,1,1,shi,767,353809
332,454,1,120,1,1,shi,767,330513
28,498,96,136,7,7,shi,570,184556809
338,482,40,88,1,1,dla,766,10475521
396,420,104,72,5,5,shi,767,832154401
226,124,72,64,9,9,dla,757,132027393
202,52,120,232,5,5,dla,762,134990593
382,130,144,80,5,5,eye,575,60103681
210,136,160,224,7,7,shi,765,862306369
294,428,48,152,9,9,shi,570,1223356681
102,276,248,176,1,1,eye,767,22733569
192,446,1,1,3,3,shi,11,3089889
18,476,192,80,5,5,eye,764,10327297
108,334,88,56,1,1,eye,575,4376737
472,270,168,112,7,7,eye,763,300503521
176,460,224,240,9,9,shi,766,5666611201
140,48,136,192,7,7,eye,765,26726113
328,170,40,56,7,7,shi,763,92931011
202,304,184,104,3,3,shi,762,203244065
246,202,56,200,5,5,eye,761,50023281
228,428,120,224,7,7,shi,767,2180969873.0
244,504,232,88,7,7,eye,759,290715265
208,336,184,184,9,9,shi,763,2989494145
162,470,168,112,1,1,eye,766,28425601
134,46,216,128,1,1,eye,764,3532801
396,440,152,104,7,7,shi,767,2493635761
366,474,184,152,5,5,eye,761,392941261.0
408,326,208,64,1,1,eye,623,36887553.0
322,204,184,256,5,5,eye,762,252692353
10,466,16,256,5,5,shi,766,5597593
124,190,104,112,5,5,shi,759,118035601
228,392,144,200,3,3,eye,767,160742737
338,186,248,72,9,9,shi,757,1223002639
324,12,88,1,1,1,shi,23,370657
356,46,208,40,9,9,shi,567,265385363
152,432,16,224,3,3,dla,763,30175573
64,508,72,80,9,9,eye,763,21100289
454,104,160,72,7,7,shi,757,713622625
398,302,112,88,3,3,dla,765,172172001
108,54,128,112,1,1,eye,767,1415233
442,216,184,8,7,7,dla,731,31033233.0
72,418,56,104,1,1,eye,767,3390817
258,86,88,248,3,3,eye,761,33355961.0
464,282,80,144,5,5,eye,763,184103137
410,54,248,176,5,5,eye,765,77799961
132,314,48,88,1,1,eye,575,3951377
426,338,88,224,7,7,shi,761,2315327041
106,430,232,24,9,9,eye,757,29718161
274,492,120,96,5,5,dla,766,589094401.0
332,416,128,256,3,3,shi,764,630948865
362,204,168,136,7,7,eye,730,207210961.0
468,130,112,256,1,1,dla,767,43610113
318,364,40,192,9,9,eye,761,197299285
348,246,72,120,7,7,shi,731,553855225.0
138,182,40,152,5,5,eye,761,18962581
342,324,224,16,5,5,dla,764,136033921
214,292,208,160,9,9,eye,757,346308497
300,18,160,232,1,1,eye,767,4071601
248,360,64,40,5,5,dla,763,80753761
466,290,80,248,9,9,shi,757,3154708161
232,398,216,144,9,9,eye,763,479408513
26,198,240,160,3,3,eye,764,10326097
78,316,184,224,3,3,shi,761,162496049
14,290,24,216,9,9,shi,762,21051681
274,284,16,216,3,3,shi,766,39504401
170,498,128,72,7,7,shi,765,1012499737
408,448,240,72,9,9,eye,767,474263553
96,472,160,208,9,9,eye,767,253509313
152,140,40,64,9,9,dla,571,66291457
446,74,80,96,9,9,dla,763,460551169
230,388,208,112,3,3,shi,765,332133433
312,266,160,248,3,3,eye,767,185445625
98,494,192,120,7,7,shi,762,882827401.0
70,356,168,224,1,1,shi,765,18420865
420,62,104,112,3,3,shi,767,47957001
98,128,224,104,3,3,shi,762,50391041
44,360,232,216,9,9,eye,766,123310081
332,130,104,240,5,5,eye,764,104357761
96,508,184,248,5,5,eye,767,179819809
384,472,96,80,3,3,shi,767,307638273
350,360,64,184,1,1,dla,766,27131905
414,488,184,240,5,5,shi,764,3639808513
364,144,80,256,3,3,shi,762,147962881
8,26,24,40,9,9,shi,571,269621
320,174,184,152,5,5,shi,765,752281345.0
422,454,64,208,9,9,dla,740,3074176001.0
388,340,112,144,9,9,shi,759,3335069521
346,70,184,40,1,1,eye,767,3166801
20,156,16,72,1,1,shi,765,109825
284,380,136,144,5,5,dla,759,795120481
468,284,120,144,7,7,shi,767,2227904173
90,400,88,16,1,1,dla,765,975745
68,450,192,56,9,9,shi,759,456223051
6,94,168,120,9,9,shi,766,14622265
426,256,232,200,5,5,shi,761,2489821185
464,424,240,136,9,9,shi,763,7395404609
256,196,72,72,5,5,eye,571,35298817
226,58,160,168,3,3,dla,767,54318189
50,502,16,32,3,3,dla,765,1528801.0
210,290,24,80,7,7,shi,765,107464141
130,126,80,96,7,7,eye,765,20910709
344,392,224,80,5,5,shi,763,1484811329
492,186,208,240,7,7,eye,767,610873105
30,356,16,176,3,3,shi,765,4053061
314,428,208,64,1,1,shi,766,30980353
260,364,16,88,7,7,dla,765,62808721
190,212,120,160,3,3,eye,765,38854089
170,48,208,216,1,1,shi,765,7468033
434,92,240,192,7,7,shi,762,1374025153
228,428,16,192,3,3,shi,767,37008733
488,294,256,200,5,5,shi,655,3619152937.0
382,140,184,16,1,1,shi,767,10716161
106,422,256,208,7,7,eye,757,256851145
310,500,192,192,7,7,shi,765,4239265501
80,390,256,144,9,9,shi,573,1880498881
52,350,144,240,5,5,eye,579,66175201.0
244,494,56,88,1,1,shi,767,15104545
172,174,144,192,5,5,shi,759,314872489
152,112,104,72,7,7,eye,679,16726081.0
284,70,160,152,3,3,shi,759,85598311
296,456,40,136,7,7,eye,571,125983225
278,62,64,152,7,7,shi,757,147186823
164,406,40,120,1,1,dla,766,6048001
450,236,232,248,9,9,eye,765,930184561
396,334,200,40,5,5,dla,767,420523489
40,16,208,160,3,3,eye,765,1234689
500,304,64,88,1,1,shi,575,21245953
42,78,40,128,1,1,eye,570,479233
174,104,176,208,3,3,eye,761,34337161.0
440,268,64,184,3,3,shi,766,198073441
442,202,72,96,9,9,eye,767,72722021
432,52,88,72,7,7,shi,575,180565633
90,510,216,176,7,7,eye,765,225369001
106,264,248,48,5,5,eye,757,25689313
368,168,192,224,9,9,eye,763,361113985
92,398,8,160,3,3,shi,759,5986717
376,138,48,88,3,3,dla,763,40719109
396,462,16,240,7,7,shi,767,358707889
402,196,208,16,5,5,dla,761,99065665.0
386,236,56,112,1,1,eye,767,11339329
288,64,104,160,7,7,eye,767,39806977
268,262,120,56,5,5,eye,759,39004989.0
4,264,120,256,3,3,eye,765,1660561
414,486,200,96,7,7,eye,764,513830305
508,236,32,104,1,1,shi,767,8443137
262,352,224,256,7,7,eye,767,656815105
336,44,64,136,1,1,eye,767,2178177
236,148,144,112,9,9,shi,759,769813121
124,332,96,56,7,7,shi,759,181684677
52,164,120,208,5,5,shi,759,99129473
346,186,24,240,9,9,shi,757,333878929
332,196,240,160,7,7,shi,759,2240005993
250,358,40,56,1,1,eye,575,5473105
482,178,72,152,5,5,eye,762,129697921
56,378,200,96,3,3,eye,763,24724225
136,376,104,32,5,5,eye,763,15417505
368,454,40,232,5,5,eye,763,193093465
120,80,200,72,1,1,shi,767,4160001
2,294,184,144,1,1,shi,567,486865
354,274,80,248,7,7,eye,761,333827901
378,394,192,104,9,9,eye,764,398641321
510,492,224,248,7,7,shi,765,10724521537
76,152,248,160,1,1,dla,766,9999361
24,264,208,40,9,9,dla,767,62272001
450,122,88,216,9,9,dla,765,1214553601
250,182,72,104,7,7,shi,765,294385001
508,286,104,248,3,3,shi,765,537581617
346,252,112,152,1,1,eye,767,28881217
230,220,16,72,1,1,shi,574,1774081
186,196,32,1,1,1,eye,382,39985
284,280,48,208,1,1,shi,766,16773121
154,458,40,200,9,9,shi,766,548533777
190,376,152,160,3,3,dla,765,245863801
334,10,40,224,3,3,shi,767,4611041
148,278,216,72,3,3,shi,759,159967873
98,484,32,160,1,1,shi,766,5018113
98,508,152,184,9,9,shi,762,1742383105
6,388,224,72,7,7,eye,764,4578401
164,144,40,232,5,5,dla,574,101943361
180,334,112,208,1,1,shi,767,29178241
398,138,192,136,7,7,shi,757,1503956431
4,28,208,56,7,7,shi,762,1109389
122,2,136,72,3,3,shi,565,599509
50,366,208,48,7,7,eye,765,21564721
48,362,104,200,3,3,shi,611,64001601.0
284,86,136,200,7,7,shi,759,622787577
166,164,160,128,7,7,eye,757,72769753
432,2,48,160,1,1,eye,575,149761
106,340,96,32,9,9,dla,757,109473409
334,308,256,192,3,3,shi,767,711919825
82,488,248,40,3,3,eye,767,19361889
76,358,64,8,1,1,shi,286,1924609
420,444,248,152,7,7,shi,767,6635471221
224,330,64,216,9,9,shi,763,1341463201
242,46,184,136,7,7,shi,766,291358849
110,362,208,64,1,1,eye,766,11120641
234,144,224,128,9,9,eye,764,153054721
122,218,240,200,5,5,shi,757,630218817
58,370,208,144,5,5,shi,757,329657791
326,168,192,8,1,1,dla,766,1658881
400,8,104,240,3,3,eye,765,4659201
424,438,160,80,5,5,shi,571,1450039297
30,354,16,104,7,7,shi,765,10411849
102,386,88,256,3,3,shi,761,122656905.0
78,8,216,96,1,1,dla,381,1824769
146,478,200,104,1,1,shi,765,31548001
76,22,128,152,1,1,shi,766,709633
126,178,64,104,9,9,shi,572,203501705
152,378,80,120,3,3,shi,763,81041689
234,140,104,112,9,9,eye,572,63772801
172,436,248,88,7,7,eye,759,177281089
270,106,128,224,9,9,shi,765,1112905873
322,138,96,160,1,1,shi,767,13950145.0
186,174,144,144,9,9,shi,569,1069824385
82,352,184,48,5,5,eye,757,19872865
250,28,168,216,3,3,shi,729,41988801.0
336,238,248,168,5,5,shi,767,1464394009
436,308,168,184,3,3,eye,766,225456001
162,482,128,232,9,9,dla,764,2825625601
284,146,216,40,7,7,dla,759,299601541
428,508,80,152,7,7,shi,759,2366932021
276,328,112,104,1,1,shi,767,21968129
24,314,80,40,7,7,shi,575,27332445
10,232,176,192,7,7,eye,765,9226873
318,282,104,80,5,5,eye,761,72219073
448,390,64,192,5,5,shi,763,787026241
186,452,184,104,1,1,eye,766,28768897
196,512,104,40,9,9,eye,762,65142785
262,498,224,184,3,3,eye,767,291385777.0
290,88,216,176,5,5,dla,573,530842913
436,212,56,24,1,1,eye,766,2442241
74,416,160,40,3,3,eye,760,11194561
488,504,80,216,7,7,shi,763,3568640545
50,56,256,112,9,9,eye,765,10899841
332,342,112,152,7,7,shi,759,1770605137.0
90,434,216,256,5,5,eye,765,200002825
242,132,208,64,5,5,dla,574,222963841
62,454,16,208,7,7,dla,757,49595041
410,314,200,192,9,9,eye,765,657771283
162,354,168,240,3,3,eye,764,125400961
118,194,104,192,1,1,shi,767,7868641.0
78,508,208,200,3,3,eye,761,95890081
430,292,112,24,5,5,eye,765,25212449
254,222,72,96,9,9,dla,757,466352129
192,134,144,216,1,1,shi,767,16054273
86,436,152,64,5,5,eye,757,34421329
210,440,224,88,1,1,eye,765,35777281
452,340,152,32,1,1,eye,767,16124161
286,304,152,184,5,5,eye,766,235602433
242,168,72,144,9,9,shi,574,632370817
98,168,128,104,1,1,shi,766,4644865
502,86,216,96,9,9,eye,767,140579041
332,36,200,224,9,9,shi,759,743772961
152,156,168,184,3,3,dla,763,125712133
34,256,56,136,5,5,shi,565,34089217
72,90,128,152,1,1,eye,767,2134081
266,448,248,88,3,3,eye,762,126386177
394,194,56,56,1,1,eye,767,4660657
194,20,240,48,3,3,eye,762,2293761
350,146,240,144,7,7,eye,765,200720801
122,102,216,168,9,9,shi,757,629417521
278,368,120,216,3,3,shi,764,437975937
126,186,232,168,9,9,eye,764,136866241
502,506,112,104,7,7,shi,757,2642740849
412,414,216,224,5,5,shi,759,3623376025
238,238,232,136,5,5,eye,762,153812737
490,192,192,144,9,9,shi,573,4207097665
54,150,56,240,3,3,eye,764,5904001
158,108,240,240,9,9,shi,757,1283554081
268,128,152,104,9,9,dla,759,602035201
120,108,8,56,1,1,dla,767,116481.0
158,218,152,112,7,7,shi,757,493548077
312,282,64,184,1,1,shi,767,18300673
30,512,72,144,9,9,dla,765,169414657
380,252,1,1,5,5,shi,765,38313577
96,154,72,112,7,7,eye,575,23220737
302,446,216,64,1,1,eye,766,38363137.0
472,22,248,120,9,9,shi,763,403800013
468,342,192,16,7,7,eye,767,47136493
438,368,224,232,7,7,shi,701,6890508545.0
182,204,64,248,7,7,dla,762,502151937
74,434,96,40,5,5,shi,757,74171903
422,132,40,248,1,1,eye,767,15320449
372,338,168,40,3,3,eye,767,44541979
510,126,1,120,1,1,dla,767,134161
346,416,232,80,9,9,shi,565,5226747969
390,400,8,224,1,1,eye,383,38438401
146,400,176,120,9,9,eye,757,185624401
138,398,184,152,1,1,eye,765,27949153
502,486,208,112,9,9,eye,767,953322049
216,144,168,40,3,3,eye,767,11018593
22,460,248,88,3,3,shi,574,44962241
332,354,16,112,1,1,eye,191,14431873
274,274,176,96,7,7,eye,682,144261001.0
436,58,184,224,3,3,shi,759,167229545
50,212,64,240,1,1,shi,765,2984961
444,118,176,96,1,1,eye,767,16346305.0
376,282,184,16,7,7,eye,763,31252933
390,78,104,224,5,5,shi,765,304443361
60,54,208,24,1,1,eye,767,336961
470,126,80,184,7,7,shi,765,644390587
126,48,168,176,9,9,shi,764,235182529
144,416,16,152,3,3,shi,755,22718593.0
164,446,176,32,1,1,shi,382,14129281
476,220,168,24,9,9,dla,762,395509761
130,428,144,16,5,5,eye,573,12569077
412,34,152,248,3,3,shi,762,76228001
132,280,240,112,3,3,eye,767,49686561
4,152,176,184,9,9,eye,763,2964001
372,12,104,192,7,7,dla,143,332825053
146,414,104,136,9,9,eye,757,147785581
492,248,72,1,1,1,eye,767,264369
170,172,160,96,3,3,eye,765,25544065
244,498,96,128,3,3,dla,762,212244481.0
406,62,120,40,9,9,shi,762,228407133
200,10,136,88,5,5,eye,765,2560201
258,182,96,192,5,5,shi,761,324442483
18,90,72,136,7,7,shi,764,15722641
306,116,72,80,3,3,shi,572,44914273
140,472,104,144,9,9,shi,573,1541732305
220,380,160,56,9,9,eye,670,122025601.0
94,4,240,160,9,9,eye,757,2083793
420,218,216,192,3,3,eye,767,212907521
96,430,160,112,1,1,eye,767,15025921
86,180,144,168,9,9,eye,757,68127481
298,332,152,56,5,5,shi,613,367547241.0
88,64,80,176,5,5,eye,766,9891841
242,290,56,16,1,1,shi,766,4287361
18,394,176,216,1,1,eye,764,5106241
26,312,184,80,1,1,shi,764,3444481
218,384,200,248,3,3,shi,766,604200961
400,194,136,248,9,9,shi,765,3218692801
508,30,248,192,5,5,eye,765,58372561
318,102,96,176,5,5,shi,761,224116543
24,268,112,112,3,3,eye,767,4323377
412,372,80,208,5,5,shi,759,1167258625
186,366,144,32,1,1,eye,766,7167745
496,166,40,208,5,5,shi,763,296738945
122,386,136,104,5,5,shi,757,312078685
420,120,8,160,1,1,eye,767,8736001
400,58,64,200,9,9,dla,765,348794881
116,118,168,40,7,7,shi,567,108737473
376,278,248,192,9,9,eye,763,712306057
204,304,256,24,5,5,eye,767,24889089
128,8,104,232,9,9,eye,763,4153601
32,260,80,144,3,3,shi,571,17603041
158,108,128,248,1,1,eye,765,9427969
22,344,232,56,3,3,eye,766,4953601
106,14,248,256,1,1,shi,767,1624897
220,494,184,152,9,9,eye,766,423022081
110,140,144,72,3,3,dla,574,29820001
246,30,128,152,5,5,shi,761,68726251
22,112,8,192,3,3,shi,766,400513.0
414,170,232,160,9,9,eye,764,388184801
56,268,104,80,3,3,shi,571,27682257
490,264,144,88,5,5,dla,765,723181201
60,276,232,144,3,3,eye,767,28880641
302,190,120,248,1,1,shi,766,30643201
296,316,40,240,3,3,shi,763,128565233
6,118,240,112,7,7,eye,763,2227841
154,260,240,168,1,1,eye,766,29352961
448,2,224,144,1,1,eye,766,566785
386,234,240,64,3,3,eye,764,69307057.0
308,246,112,8,1,1,shi,142,9257473
512,220,32,184,5,5,shi,763,236797441
310,298,64,200,1,1,shi,767,25785345
184,80,104,96,5,5,eye,751,14053921.0
86,210,184,232,1,1,shi,766,14837761.0
196,132,48,176,9,9,shi,762,251531281
12,368,88,48,9,9,eye,767,3580641
128,204,1,24,1,1,eye,287,700129
292,226,88,136,9,9,shi,759,855553285
392,490,200,120,3,3,eye,763,280436801
106,144,80,40,3,3,eye,575,3672865
458,426,112,224,9,9,eye,764,761279041
490,506,128,160,7,7,shi,633,4447894837.0
194,360,64,168,1,1,eye,766,13063681.0
378,138,192,200,1,1,shi,767,44089345.0
10,34,40,96,9,9,eye,767,275741
364,510,136,136,5,5,shi,762,1839984121
396,418,104,96,7,7,dla,767,1200040381.0
466,326,40,136,9,9,eye,767,185560831
512,24,192,184,1,1,dla,383,19748353
276,52,72,168,3,3,shi,767,27211393
506,318,1,1,5,5,eye,286,64377829
162,470,224,96,1,1,shi,766,37900801
132,212,16,1,1,1,eye,191,30317
216,308,224,24,9,9,eye,767,43154497
372,170,200,80,5,5,dla,767,416983729
144,226,16,232,3,3,shi,767,16456417
450,286,216,88,7,7,shi,573,2649418201
362,368,192,1,1,1,eye,766,437185.0
464,494,216,144,7,7,shi,571,7078476601
440,138,152,256,7,7,shi,766,1738027201
262,484,1,104,1,1,shi,767,276849
230,410,216,128,7,7,eye,765,333369361
400,258,56,56,7,7,eye,681,40536961.0
492,26,104,176,7,7,dla,767,402322341
246,400,128,184,3,3,shi,761,336823201
340,386,232,176,9,9,eye,765,808910865
226,480,48,160,1,1,eye,767,18969601
456,238,216,48,9,9,eye,767,175996241.0
412,182,224,120,5,5,shi,699,826473649.0
356,110,64,112,1,1,eye,767,4804801
384,36,160,168,1,1,eye,767,7547905
108,316,136,72,1,1,eye,575,7985953
384,162,160,112,3,3,eye,767,62721217
298,234,152,144,9,9,dla,757,1902546433
438,50,80,64,3,3,eye,766,8400001
202,38,184,216,5,5,shi,757,138720673
266,290,64,72,5,5,shi,762,231684481
300,56,112,88,9,9,eye,767,24519601
312,360,80,176,3,3,shi,767,237276001
362,162,168,184,3,3,shi,766,264466621
156,476,16,184,3,3,shi,767,28161589
126,440,136,144,7,7,eye,764,163363201
50,52,136,80,3,3,eye,765,1845481
324,104,80,232,1,1,dla,767,13029121
180,90,168,56,3,3,shi,767,24278401
400,290,64,176,5,5,shi,765,522417601.0
172,362,32,112,5,5,shi,759,87356393
298,84,240,40,3,3,eye,767,11902801
474,120,88,88,5,5,shi,761,239218321
486,98,96,136,1,1,shi,767,15043393
90,348,88,8,3,3,eye,765,1140049
66,96,192,24,1,1,dla,766,663553
120,30,56,56,7,7,shi,767,8822401
198,262,176,240,7,7,dla,766,1933308001
442,500,144,96,5,5,eye,575,317404501
136,424,176,16,7,7,eye,763,16996465
336,300,184,72,3,3,shi,767,331245601
86,384,144,240,5,5,eye,757,121264129
28,180,136,256,7,7,shi,762,128473921
306,140,1,8,1,1,shi,142,47041
