M,N,GEMM_K,df,ConfigID,rewards
340,39680,7128,eye,765,174708865.0
48,24960,28512,eye,647,73979137.0
136,11972,8624,eye,571,49385953.0
116,10804,4214,dla,567,123446505.0
252,23088,1050,eye,767,23893381.0
60,34944,230,eye,767,10046401.0
158,3120,11500,eye,765,22168321.0
174,27492,1044,shi,761,86639821.0
132,8960,418,eye,575,13389377.0
102,10752,230,eye,571,6027841.0
324,40660,3132,eye,767,221219425.0
338,19380,3942,eye,765,173462017.0
202,8960,32,eye,767,1131521.0
172,7620,2934,dla,759,72740521.0
256,1872,5500,eye,571,15565441.0
24,4148,23814,eye,575,10305145.0
422,19584,35478,eye,572,721333441.0
456,25600,36450,shi,767,6649266601.0
436,46400,22842,eye,759,1038944401.0
268,2688,416,shi,765,5930497.0
318,9460,1530,shi,569,107705541.0
138,18020,20482,eye,761,141806501.0
308,44160,40176,shi,766,9108583681.0
372,10240,106,eye,767,6834881.0
222,1140,2646,dla,761,11599501.0
78,8052,17052,shi,761,324696529.0
122,19380,3136,shi,757,131045569.0
76,11648,14418,eye,759,30776201.0
236,39188,10682,eye,759,283787169.0
206,25620,17052,eye,740,254719297.0
414,25344,35154,shi,764,6288180865.0
290,3840,122,shi,765,2490753.0
284,2596,4194,shi,759,52937601.0
218,44084,2880,shi,766,523852801.0
274,33072,11500,shi,757,1974290561.0
100,4608,37746,eye,765,30234081.0
358,2816,23814,shi,757,409535533.0
28,25200,12350,shi,762,138478081.0
94,38400,25110,shi,757,1814023281.0
124,36480,438,eye,764,37282561.0
146,29040,12500,shi,565,1209318001.0
388,880,5250,dla,765,34457281.0
366,6480,6250,eye,569,82899001.0
248,20500,5096,shi,571,632136129.0
138,23716,10780,shi,761,720371961.0
426,25344,7290,eye,761,149372641.0
440,4560,450,shi,766,15851521.0
36,2992,12000,eye,575,7801921.0
156,4100,16464,eye,767,30873025.0
382,768,226,shi,575,3008513.0
8,12628,1960,shi,575,4831201.0
180,8192,68,shi,383,3394561.0
54,19008,23166,eye,764,50107201.0
394,8064,188,shi,767,11613889.0
304,3060,2548,eye,763,6989113.0
154,4416,304,shi,766,3677185.0
98,28672,20250,shi,762,889231001.0
142,27968,8262,dla,757,647347329.0
78,33812,2916,eye,761,50038561.0
350,3136,9882,dla,765,178030721.0
20,15120,12800,shi,765,71737345.0
324,53568,13608,shi,767,3809804545.0
40,9600,20574,shi,765,197538849.0
34,15232,11502,dla,565,126623617.0
466,12288,146,eye,767,14212225.0
106,23760,11850,shi,757,544845937.0
344,3584,40500,eye,763,97674501.0
158,4800,35964,shi,757,545922865.0
182,15360,12960,eye,762,63797761.0
210,40500,16562,eye,765,376392745.0
158,5888,284,dla,765,5181441.0
110,4116,4704,shi,766,43476481.0
280,5220,1350,eye,765,11466001.0
506,1540,1098,shi,754,15612585.0
182,16640,178,shi,766,11619841.0
194,1600,494,shi,766,3414529.0
336,10640,9600,eye,575,181235713.0
60,53808,950,shi,767,53844481.0
262,5040,4850,eye,767,20554689.0
44,25984,2916,shi,766,59540545.0
390,23028,23716,shi,765,4218937009.0
132,48884,10976,shi,767,1170942081.0
86,3584,244,eye,190,5246977.0
404,18500,12250,eye,764,218790001.0
10,55696,50,shi,765,472385.0
18,38016,3402,shi,764,39686977.0
160,24820,4018,shi,765,281664097.0
102,168,298,eye,767,104599.0
366,1204,3330,eye,569,12413501.0
210,61488,2300,shi,765,471786673.0
92,8432,2600,eye,567,12079601.0
428,3456,37584,shi,759,1158585729.0
254,21156,4374,shi,568,552826945.0
68,6308,4014,dla,759,27774125.0
76,12948,252,dla,382,9063601.0
164,26352,150,shi,759,12028909.0
166,1188,342,dla,575,1812889.0
300,25252,738,eye,767,35752001.0
14,6656,468,shi,762,778753.0
412,19152,8050,shi,759,1515420873.0
172,9216,40,shi,574,1474561.0
486,38868,1854,shi,764,571818097.0
264,26880,24300,shi,767,3079665601.0
214,39680,72,eye,767,10782721.0
248,21204,10486,shi,763,967754653.0
350,41040,150,shi,765,37830241.0
288,27280,10600,eye,767,306297601.0
280,1780,10290,shi,765,86471281.0
430,12992,184,shi,767,19977985.0
386,53824,6642,shi,757,2380863441.0
40,50160,7400,eye,765,54681857.0
144,40016,10650,shi,767,1006716385.0
158,9408,35640,eye,757,118983481.0
180,17280,40,shi,767,3369601.0
160,10304,294,eye,765,8692993.0
402,18560,250,eye,767,35360001.0
218,24948,12250,eye,757,178051501.0
166,22528,35640,shi,757,2083977281.0
412,20160,16200,shi,759,2403649201.0
56,27648,52,eye,763,1886977.0
70,18900,3888,shi,765,103257505.0
50,20240,50,eye,765,190761.0
58,19200,3726,shi,757,77854909.0
318,1344,314,shi,286,6119233.0
204,3300,3042,eye,767,12526281.0
370,14484,3564,shi,765,405010585.0
2,6656,37098,eye,766,1194465.0
112,4992,10368,shi,763,111498241.0
382,1620,1872,dla,767,22602241.0
438,23716,10584,eye,761,325609201.0
340,48,134,eye,382,2392705.0
422,1856,488,eye,767,7308289.0
30,8580,24500,shi,765,191157001.0
442,47124,2808,eye,767,402654721.0
190,8228,15778,eye,753,60078761.0
484,3328,32076,eye,766,124337665.0
298,3220,1260,shi,767,21238001.0
54,9216,40500,eye,764,35040001.0
356,16660,3136,eye,759,56105601.0
346,24960,19278,eye,757,362413549.0
422,29328,12450,eye,764,603032185.0
56,13680,7400,dla,763,96238801.0
12,25092,1422,eye,767,2342193.0
390,27648,2,eye,765,370657.0
198,17460,11172,eye,766,115240321.0
430,23808,84,eye,575,19498753.0
216,10500,17150,eye,767,89056801.0
266,3840,30,shi,765,641521.0
250,26880,36612,eye,765,476543601.0
462,11152,12200,eye,766,237589633.0
192,6532,2628,shi,575,69855745.0
244,29440,268,shi,767,40386529.0
174,31188,6762,eye,569,116878411.0
206,46400,204,eye,766,37209601.0
256,33792,24,eye,765,3953665.0
470,38500,24696,eye,765,1256127265.0
292,43076,7154,eye,759,218361105.0
304,14852,4446,eye,763,131554177.0
386,2880,32562,eye,764,126187801.0
176,37236,2754,shi,766,312237505.0
158,34320,11350,eye,765,233377793.0
156,1540,2394,shi,575,16487745.0
512,30660,15876,shi,763,5122828801.0
246,24192,23166,eye,761,296949225.0
154,1024,440,shi,574,9461761.0
6,24624,4800,eye,767,2667265.0
40,20740,6664,dla,765,122200081.0
268,3444,20188,eye,759,65255857.0
104,5184,24,eye,763,606529.0
54,13108,4312,eye,764,8401537.0
312,16464,11700,shi,767,1227361825.0
236,8816,12400,eye,759,94581249.0
258,12992,54,eye,765,3459457.0
200,2736,550,shi,765,8367041.0
396,27648,40986,shi,575,9349844725.0
312,2352,11750,eye,575,44138641.0
500,384,214,eye,383,1869505.0
158,5120,238,shi,765,3351041.0
322,1536,374,shi,191,25204609.0
496,18980,17052,eye,763,483323977.0
120,44800,31428,eye,767,347322081.0
110,27156,18424,eye,766,127915201.0
94,50292,3816,shi,760,289242625.0
300,2356,3330,eye,575,21173251.0
260,6336,15066,dla,765,400802689.0
74,7524,7742,eye,757,19677637.0
282,26100,3996,shi,761,591858217.0
392,21060,6958,shi,763,1064135647.0
352,35840,18144,eye,658,479539201.0
94,32996,24206,dla,757,1228243105.0
144,50032,12500,shi,767,1527432001.0
112,11316,9800,shi,571,270110401.0
448,6420,2808,shi,763,151656961.0
194,33712,1900,shi,757,217621441.0
18,26496,28836,shi,764,286559353.0
346,896,306,shi,767,1845793.0
246,37632,37098,shi,761,6134171705.0
498,1,426,shi,383,232597.0
448,10100,20482,eye,763,294379009.0
106,21780,2268,shi,757,96964561.0
236,23572,216,shi,759,25623937.0
198,33812,882,dla,766,121723201.0
154,50500,14994,eye,766,268349761.0
392,12580,11956,eye,763,155057365.0
294,11280,8250,eye,762,87816961.0
48,6864,3950,eye,767,5136265.0
438,2880,5508,dla,761,204773761.0
156,35956,9506,shi,767,898878631.0
340,43008,12636,eye,765,322615801.0
466,30212,1224,dla,767,385293637.0
60,10500,2548,eye,767,3675361.0
476,5376,346,eye,767,20151041.0
400,12528,1450,shi,765,125382081.0
418,768,462,shi,575,3363361.0
276,41360,6050,shi,767,1256535633.0
58,31920,4100,eye,757,33472729.0
378,88,452,eye,767,376065.0
154,13104,10000,shi,766,320566401.0
472,45732,1980,shi,763,773659921.0
404,3840,23652,eye,567,95849001.0
334,4560,2100,eye,767,16990849.0
432,44772,846,eye,743,90000865.0
214,13440,478,eye,767,26844481.0
502,38976,34506,shi,757,11648518441.0
108,24564,19600,shi,767,876571201.0
500,18816,21384,eye,765,417502801.0
276,9620,23912,eye,575,218160889.0
344,16020,392,dla,139,270721981.0
62,14820,16268,shi,757,262631257.0
452,11024,7250,shi,759,696133111.0
428,21168,4150,shi,759,768881457.0
8,34928,4500,shi,765,21333601.0
316,29568,37746,shi,759,6013677343.0
58,3840,26244,eye,565,13783933.0
26,14420,2736,eye,740,7179265.0
86,1536,268,eye,766,617473.0
346,18544,10850,shi,757,1146051649.0
224,28800,220,dla,767,28454401.0
114,132,3430,dla,569,1479721.0
42,39216,8800,eye,762,52039681.0
512,2736,6700,shi,763,260984833.0
42,34560,220,dla,766,6635521.0
84,32500,13916,shi,767,608001969.0
456,324,630,eye,767,579881.0
450,6468,6860,shi,573,605228401.0
130,6400,328,shi,573,7504641.0
86,20672,472,eye,766,18487297.0
446,7344,11850,eye,763,149389633.0
314,6656,24,eye,766,868609.0
36,28160,226,eye,767,4230721.0
80,9204,2592,dla,765,33502561.0
78,23364,4230,shi,761,156709281.0
110,12288,21384,shi,766,451688161.0
252,16068,3006,shi,767,313062877.0
424,1536,66,eye,767,2965249.0
132,25092,3420,eye,767,74721681.0
16,3540,234,eye,763,75921.0
160,22356,20188,eye,765,194200321.0
364,22448,2900,dla,762,410888193.0
176,7568,9950,eye,766,47454337.0
66,11648,33372,shi,766,493435921.0
490,14448,8550,shi,573,1442361061.0
60,46080,384,shi,767,19169281.0
502,8532,1152,shi,767,94348801.0
294,6144,338,shi,382,28035073.0
34,25024,270,eye,767,4296241.0
458,34160,12450,eye,764,843772357.0
172,14628,8722,eye,759,72376225.0
150,7168,172,shi,765,3178561.0
188,2832,12600,shi,759,113986657.0
98,4080,4200,dla,762,30159361.0
92,39140,2844,shi,759,200713089.0
436,3300,9996,eye,759,70087873.0
22,17172,18032,shi,766,128567425.0
134,9792,19278,shi,565,558365137.0
248,8448,16038,shi,571,700149385.0
500,12276,4704,eye,765,127267201.0
240,12480,488,eye,767,26391041.0
124,5440,116,eye,764,1948801.0
18,14596,22540,dla,764,103222913.0
144,4800,228,eye,767,4268161.0
116,30720,348,eye,767,21715201.0
14,5236,24010,shi,762,34300981.0
378,21828,3330,eye,764,183496321.0
246,26500,1764,eye,761,31350241.0
18,8900,11368,eye,764,4922113.0
306,37572,22540,eye,764,601420561.0
488,35956,5194,shi,739,1805358929.0
20,13716,720,eye,765,1237601.0
150,30900,2826,eye,765,88722271.0
136,14400,12,eye,571,734401.0
54,8208,5850,shi,764,72089785.0
268,14336,27540,dla,759,1872998401.0
282,50176,4374,shi,749,1105441129.0
94,2304,498,shi,767,4972033.0
228,5940,522,dla,767,12301741.0
270,25600,96,shi,765,11404801.0
286,6372,360,eye,766,3744001.0
108,15360,17172,shi,767,445149757.0
340,8640,13284,shi,765,1084130529.0
296,11520,312,shi,574,29113345.0
502,8944,9050,shi,757,784593371.0
210,33264,10950,eye,765,249339385.0
404,17424,2600,eye,764,85672081.0
252,29328,5550,dla,767,741529153.0
332,12212,3096,eye,764,100194817.0
92,1536,264,eye,767,658945.0
294,1920,90,shi,142,6998401.0
26,22400,2430,dla,373,47465601.0
62,21828,3528,eye,764,30601089.0
160,7680,306,eye,765,6462721.0
280,25024,18468,eye,765,248516353.0
488,29184,18468,shi,763,4110356413.0
436,10752,70,dla,766,10321921.0
160,44368,8300,eye,765,191996929.0
492,15444,6860,dla,575,1118871469.0
170,24320,29646,shi,765,2419449589.0
246,34560,152,eye,767,23901697.0
484,35956,4214,shi,766,1236312265.0
130,34500,3042,shi,765,273882415.0
46,18532,17640,eye,565,54101521.0
336,19712,11016,shi,767,1243810849.0
404,1620,1764,shi,764,21520801.0
358,11152,12500,eye,575,297990001.0
508,6912,330,eye,767,39845521.0
440,29264,7400,eye,766,326784001.0
394,5616,1150,dla,575,55783729.0
360,41600,27702,eye,767,918434161.0
104,5428,486,shi,763,4672513.0
2,15812,2646,shi,759,1444717.0
358,19840,102,eye,575,19730881.0
104,10608,9800,dla,763,194030929.0
318,9936,1100,shi,761,64451817.0
166,22436,3060,eye,767,82495561.0
318,7168,27864,dla,761,1110079489.0
228,2964,3582,eye,767,21430709.0
320,22896,8350,eye,765,230711169.0
474,38400,38070,shi,761,13861965681.0
384,2900,3136,eye,767,10856449.0
358,4352,158,dla,767,5091841.0
332,9216,13446,eye,567,107468401.0
156,41216,262,shi,767,32588609.0
260,2964,12446,eye,765,25940513.0
62,12100,7644,eye,757,16756741.0
338,4356,2772,eye,765,30494465.0
6,8192,50,eye,380,89601.0
362,9360,3600,eye,766,43281217.0
204,36800,28,eye,767,4554369.0
126,5120,276,eye,572,6182401.0
68,19968,18468,shi,759,482406961.0
366,4480,376,shi,767,12122241.0
184,2772,3960,eye,595,14775201.0
372,1920,14904,shi,767,266160049.0
148,51408,6700,shi,759,810771825.0
54,18480,12100,shi,572,274671937.0
244,9700,17934,shi,759,875893633.0
212,16932,2214,shi,759,144956485.0
280,18240,328,shi,765,36368641.0
446,13376,3564,shi,757,419933977.0
80,8320,436,dla,765,5125121.0
64,17600,23166,shi,763,521975169.0
338,29520,3800,shi,757,634467913.0
358,5040,5950,shi,757,171089633.0
286,3476,1188,shi,766,22507057.0
400,640,35154,dla,765,145331201.0
324,5236,3474,shi,767,99384193.0
426,432,12350,dla,761,37051777.0
272,900,13034,shi,715,63841597.0
172,6468,15190,eye,759,73528281.0
226,47124,54,eye,671,3976321.0
256,9920,406,dla,767,19859841.0
104,61504,66,eye,763,7660225.0
22,5760,290,eye,766,1113601.0
262,49028,1980,shi,767,499178241.0
76,12288,74,shi,766,1591297.0
354,35700,2646,eye,761,190806001.0
32,14036,22540,eye,763,26032321.0
258,4032,166,shi,767,7975969.0
370,11520,392,eye,575,50552321.0
218,9204,3618,eye,766,41808001.0
54,22260,14504,eye,764,50239489.0
298,37120,33372,eye,757,780487033.0
6,24128,164,shi,763,532673.0
442,10948,1656,shi,767,135724289.0
240,36612,9996,dla,767,1725157441.0
190,8512,386,shi,767,13488385.0
80,17664,32400,eye,573,108998401.0
108,35088,10100,eye,767,153221041.0
68,8692,4312,shi,759,62209665.0
288,48400,10200,shi,767,2586811393.0
226,10788,24990,shi,757,984262771.0
126,9216,34182,shi,572,827072737.0
316,21328,1050,eye,759,25133851.0
236,33396,1078,eye,759,20456481.0
192,11088,11350,dla,767,427198465.0
398,24804,9212,eye,762,235923457.0
94,3348,13426,shi,757,68266279.0
404,23040,1620,eye,567,35451001.0
408,19380,24108,shi,767,3345098161.0
210,8112,9750,shi,765,319680271.0
324,1792,490,eye,767,5503681.0
152,23296,408,eye,766,30707713.0
340,24816,2300,shi,765,309925369.0
48,6480,1500,shi,575,12968641.0
340,2304,9396,eye,573,19191505.0
156,2596,3798,eye,767,9567585.0
190,19824,1800,eye,573,32963329.0
472,11700,3798,eye,766,141538801.0
354,7140,17248,shi,761,830803073.0
382,384,34,shi,383,339457.0
440,12800,50,eye,766,6144001.0
166,35524,1296,eye,767,49222657.0
60,49920,15552,shi,767,776448001.0
490,19600,4850,eye,765,190880481.0
418,5940,12348,shi,766,929312497.0
180,19812,3618,eye,767,111735901.0
406,27588,4704,eye,762,130246657.0
430,5828,4176,dla,765,182439713.0
332,20532,1188,shi,764,138236737.0
374,4096,170,eye,766,4439041.0
360,7220,162,shi,767,6669541.0
238,6708,774,eye,570,10853889.0
348,9936,6050,eye,767,80271885.0
236,12464,2900,eye,567,45622105.0
212,31248,1750,shi,759,184387001.0
84,4864,17982,eye,383,25704715.0
320,14976,30942,eye,765,317237249.0
242,29760,6,shi,766,760321.0
372,3584,648,shi,767,15429569.0
2,16640,502,shi,765,469873.0
210,9460,846,eye,765,13292917.0
142,22528,98,eye,767,5381377.0
310,6132,9408,eye,765,52603777.0
402,28324,15876,eye,761,537924241.0
40,10452,2214,eye,765,6984433.0
226,152,4,shi,95,150177.0
424,24564,5292,eye,571,175463497.0
170,1408,392,dla,765,1843073.0
142,36036,216,eye,766,6177601.0
6,44928,27864,eye,765,16082689.0
336,42372,324,eye,767,29006209.0
346,32000,92,eye,767,20810401.0
48,23104,480,eye,767,11381761.0
102,3520,502,dla,763,3294721.0
136,32500,19306,eye,571,284289913.0
310,20416,28,eye,767,4391297.0
116,11988,9506,shi,567,357543553.0
504,49392,10600,eye,767,1093482433.0
462,17700,846,eye,766,47376001.0
312,1408,220,dla,767,1903617.0
338,55552,8424,shi,757,2552949153.0
414,26596,1078,eye,764,32205889.0
104,36816,9000,eye,763,135457921.0
158,19200,36936,eye,757,246620305.0
156,41472,4860,dla,767,524579329.0
250,30212,2862,shi,765,392117851.0
108,5952,310,eye,767,8994961.0
374,15312,100,shi,766,9880945.0
434,8960,8910,dla,762,631070721.0
58,48000,156,dla,767,9360001.0
96,13524,2254,shi,767,59736705.0
138,12420,1098,dla,761,31422601.0
498,27968,11664,shi,761,3207139921.0
404,16720,12400,shi,567,2208632449.0
14,4608,32238,shi,762,32503069.0
170,17316,2448,eye,765,43761537.0
206,21632,392,shi,766,37180417.0
326,32292,2156,eye,763,72315145.0
498,3440,8850,shi,761,264790585.0
456,17856,28836,eye,767,737113665.0
212,22736,5550,eye,759,114083137.0
394,25600,13770,eye,760,327154801.0
122,24960,34182,eye,757,226581085.0
28,44880,1850,eye,750,9168897.0
116,25252,828,shi,759,45761537.0
272,37236,2430,shi,763,462157921.0
210,34020,17052,eye,765,322940521.0
50,13824,4860,eye,573,7785601.0
214,43008,92,eye,767,16533505.0
180,12420,3042,shi,767,126329191.0
428,7956,21462,eye,718,184485601.0
160,14976,37746,shi,765,1739574273.0
52,6912,16524,eye,375,20685601.0
302,44880,1550,dla,763,342793441.0
94,31540,1602,eye,767,26076289.0
174,12096,810,shi,761,30450001.0
210,18304,22680,eye,765,190747201.0
478,2052,16366,eye,743,47214241.0
246,39312,5050,shi,761,940445947.0
174,4756,686,shi,569,13853533.0
288,29568,12960,shi,767,1881388801.0
468,5952,10854,dla,575,677581633.0
472,14288,2700,shi,763,479658673.0
118,55552,6804,shi,757,719868913.0
142,5632,12312,eye,757,21109153.0
410,1536,39366,shi,573,516561625.0
190,5476,12740,eye,573,53361881.0
112,3328,496,shi,571,12999169.0
168,2772,4608,shi,767,43495425.0
244,29696,54,shi,767,7547905.0
92,12580,12642,eye,759,38576935.0
326,384,1134,dla,757,10202497.0
444,14400,72,eye,767,8311681.0
466,10500,11172,eye,767,167596417.0
62,13588,612,eye,764,4137393.0
82,25092,576,shi,757,23668481.0
288,36852,1566,dla,767,289214497.0
292,42436,2178,shi,759,528920041.0
28,29568,362,dla,762,5677057.0
96,44544,186,shi,767,14856193.0
346,768,264,shi,575,2388673.0
16,5888,152,dla,763,317953.0
360,2448,300,shi,575,7781761.0
104,33572,6076,eye,763,60817537.0
464,11316,3618,dla,763,335383609.0
80,16896,292,eye,765,9867265.0
196,708,3150,eye,762,2508801.0
192,22736,650,eye,767,10017281.0
410,12980,4464,shi,765,404157665.0
176,11024,150,shi,766,5495425.0
228,8704,16848,eye,575,92287105.0
240,37908,18228,shi,767,2835532801.0
70,7684,8134,shi,765,77458921.0
412,5508,7056,eye,759,43828561.0
228,2064,5900,dla,767,47216065.0
468,3024,9350,shi,767,315290977.0
408,2560,284,eye,383,10042241.0
110,10064,10850,dla,766,194436481.0
46,43700,882,eye,767,10938369.0
428,12180,3402,dla,766,285012001.0
358,22704,10500,shi,757,1494653581.0
374,18404,4572,shi,574,734336353.0
430,56628,17346,shi,765,6983488273.0
490,11316,1926,shi,765,174319265.0
234,7680,6966,shi,572,260847289.0
398,8960,21708,dla,762,1450444801.0
138,13924,3816,shi,761,125059649.0
290,38948,2844,eye,765,180127585.0
320,8880,10050,eye,765,116239105.0
216,5904,9300,shi,575,329664169.0
256,3520,324,dla,187,73103361.0
312,4176,3550,dla,575,98044129.0
224,14720,4374,eye,571,41214097.0
440,11284,4212,shi,766,345889441.0
276,25764,10290,dla,767,1396099633.0
246,14400,10692,shi,761,757680001.0
200,592,8150,dla,765,17831041.0
416,5568,7614,eye,763,38067745.0
392,21888,1134,eye,763,21370273.0
474,3840,30,shi,767,1248001.0
84,3840,11178,shi,575,90150985.0
466,34048,50,shi,767,17035201.0
506,2560,18,shi,766,635905.0
206,4608,102,shi,286,4465153.0
364,19840,162,eye,767,20891521.0
94,35088,4850,eye,760,65021041.0
136,14400,142,eye,763,8690401.0
112,36608,418,shi,763,32864833.0
340,16704,24300,eye,765,264710401.0
292,2880,37098,eye,567,108660501.0
414,25220,2940,eye,764,92713921.0
96,9476,3744,dla,767,57841505.0
186,28160,24624,shi,761,2198939617.0
156,256,438,eye,767,2368705.0
112,10304,312,eye,763,6604417.0
230,24180,15484,eye,765,203409517.0
66,6864,8250,dla,766,68200705.0
292,6384,11700,shi,759,383456737.0
80,3840,262,eye,765,1475585.0
422,27648,148,shi,767,35463169.0
422,7140,23716,eye,764,201092321.0
188,42688,6642,dla,759,1304118401.0
474,16384,254,dla,767,34078721.0
394,61488,4500,shi,757,1737398161.0
260,16644,20678,shi,765,1570334585.0
420,27824,10050,shi,767,1875390301.0
350,22272,23814,shi,765,3201054361.0
106,10452,2538,eye,575,21578077.0
172,35956,10192,shi,759,1063110673.0
272,12212,3078,eye,763,81489025.0
104,9408,6642,eye,763,14528515.0
222,32832,212,eye,767,31837313.0
58,16720,3500,eye,565,18221281.0
406,43076,22736,eye,762,962803713.0
32,37572,7742,eye,763,26824609.0
438,9216,320,shi,574,29491201.0
310,1200,5450,shi,765,40588549.0
92,6400,9072,shi,567,133586209.0
276,24128,34506,eye,767,495739609.0
356,45732,522,shi,762,154372105.0
360,15488,28998,eye,767,313500601.0
216,43008,18792,eye,767,357565825.0
114,46592,3078,dla,761,431115777.0
62,11856,10400,eye,757,42092545.0
